Griffo Utd - x - Academia Palestra
Os Guri - x - Tonizera Utd
Pinga - x - Jalim Rabey
Os Guri - x - Manchester Brothers
Tonizera Utd - x - Ferinha
Canelada 2 x 1 Sensuó
Liver Palestra 1 x 2 Canelada
Tonizera Utd 2 x 0 Manchester Brothers
Manchester Brothers - x - Jalim Rabey
Canelada - x - Griffo Utd
Pinga - x - Jalim Rabey
Panceta FC - x - Liver Palestra
Panceta FC - x - Griffo Utd
Tonizera Utd - x - Griffo Utd
Academia Palestra - x - Jalim Rabey
Sensuó - x - Ferinha
Ferinha - x - Griffo Utd
Academia Palestra - x - Manchester Brothers
Jalim Rabey - x - Tonizera Utd
Tonizera Utd 1 x 0 Panceta FC
Sensuó 0 x 1 Manchester Brothers
Canelada 2 x 1 Sensuó
Pinga 0 x 0 Manchester Brothers
Tonizera Utd 2 x 0 Liver Palestra
Pinga 1 x 2 Canelada
Canelada 0 x 1 Liver Palestra
Sensuó - x - Panceta FC
Academia Palestra - x - Sensuó
Manchester Brothers - x - Liver Palestra
Panceta FC - x - Jalim Rabey
Pinga - x - Griffo Utd
Tonizera Utd - x - Ferinha
Tonizera Utd - x - Jalim Rabey
Academia Palestra - x - Griffo Utd
Canelada - x - Ferinha
Tonizera Utd - x - Manchester Brothers
Sensuó - x - Griffo Utd
Academia Palestra - x - Liver Palestra
Canelada - x - Jalim Rabey
Canelada - x - Academia Palestra
Griffo Utd - x - Panceta FC
Sensuó - x - Tonizera Utd
Jalim Rabey - x - Manchester Brothers
Sensuó - x - Canelada
Ferinha - x - Academia Palestra
Jalim Rabey - x - Pinga
Griffo Utd - x - Tonizera Utd
Os Guri - x - Liver Palestra
Os Guri - x - Manchester Brothers
Canelada 0 x 1 Os Guri
Jalim Rabey 2 x 1 Panceta FC
Ferinha 0 x 3 Pinga
