Griffo Utd - x - Academia Palestra
Griffo Utd - x - Ferinha
Os Guri - x - Pinga
Jalim Rabey - x - Sensuó
Liver Palestra - x - Canelada
Pinga - x - Academia Palestra
Jalim Rabey - x - Griffo Utd
Os Guri - x - Tonizera Utd
Pinga - x - Tonizera Utd
Academia Palestra - x - Os Guri
Sensuó - x - Os Guri
Ferinha - x - Os Guri
Griffo Utd - x - Os Guri
Jalim Rabey - x - Os Guri
Liver Palestra - x - Os Guri
Manchester Brothers - x - Os Guri
Panceta FC - x - Os Guri
Pinga - x - Os Guri
Tonizera Utd - x - Os Guri
Manchester Brothers - x - Ferinha
Os Guri - x - Jalim Rabey
Tonizera Utd - x - Canelada
Pinga - x - Panceta FC
Canelada - x - Manchester Brothers
Tonizera Utd - x - Pinga
Ferinha - x - Jalim Rabey
Academia Palestra - x - Panceta FC
Sensuó - x - Liver Palestra
Liver Palestra - x - Ferinha
Manchester Brothers - x - Academia Palestra
Panceta FC - x - Canelada
Manchester Brothers - x - Sensuó
Panceta FC - x - Academia Palestra
Panceta FC - x - Pinga
Academia Palestra - x - Ferinha
Griffo Utd - x - Sensuó
Liver Palestra - x - Academia Palestra
Manchester Brothers - x - Canelada
Jalim Rabey - x - Ferinha
Os Guri - x - Panceta FC
Panceta FC - x - Tonizera Utd
Jalim Rabey 1 x 4 Liver Palestra
Pinga - x - Liver Palestra
Panceta FC - x - Manchester Brothers
Griffo Utd - x - Liver Palestra
Jalim Rabey 1 x 2 Canelada
Sensuó 3 x 0 Pinga
Manchester Brothers 0 x 1 Tonizera Utd
Liver Palestra 4 x 0 Sensuó
Canelada 0 x 4 Tonizera Utd
Manchester Brothers 3 x 0 Panceta FC
Liver Palestra 1 x 1 Pinga
Ferinha 1 x 3 Canelada
Panceta FC 0 x 1 Sensuó
Ferinha - x - Manchester Brothers
Griffo Utd - x - Manchester Brothers
Ferinha - x - Panceta FC
Griffo Utd - x - Pinga
Ferinha - x - Tonizera Utd
Sensuó - x - Academia Palestra
Os Guri - x - Academia Palestra
Os Guri - x - Canelada
Os Guri - x - Sensuó
Os Guri - x - Ferinha
Os Guri - x - Griffo Utd
Sensuó - x - Jalim Rabey
Ferinha - x - Liver Palestra
Griffo Utd - x - Jalim Rabey
Academia Palestra - x - Pinga
Canelada - x - Panceta FC
Liver Palestra - x - Panceta FC
Liver Palestra - x - Tonizera Utd
Manchester Brothers - x - Pinga
Liver Palestra - x - Jalim Rabey
Manchester Brothers - x - Griffo Utd
Panceta FC - x - Ferinha
Pinga - x - Sensuó
Academia Palestra - x - Tonizera Utd
Canelada - x - Pinga
Liver Palestra 4 x 1 Manchester Brothers
Griffo Utd - x - Canelada
Ferinha - x - Sensuó
Jalim Rabey - x - Academia Palestra
Tonizera Utd - x - Academia Palestra
Liver Palestra - x - Griffo Utd
Academia Palestra - x - Canelada
Pinga - x - Ferinha
Tonizera Utd - x - Sensuó
Griffo Utd - x - Liver Palestra
Canelada - x - Panceta FC
Academia Palestra - x - Sensuó
Griffo Utd - x - Academia Palestra
Liver Palestra - x - Panceta FC
Griffo Utd - x - Sensuó
Panceta FC - x - Academia Palestra
Academia Palestra - x - Canelada
Panceta FC - x - Griffo Utd
Liver Palestra - x - Sensuó
Panceta FC - x - Sensuó
Academia Palestra - x - Liver Palestra
Canelada - x - Griffo Utd
Panceta FC - x - Canelada
Sensuó - x - Academia Palestra
Liver Palestra - x - Griffo Utd
Sensuó - x - Canelada
Panceta FC - x - Liver Palestra
Academia Palestra - x - Griffo Utd
Canelada - x - Liver Palestra
Academia Palestra - x - Panceta FC
Sensuó - x - Griffo Utd
Griffo Utd - x - Panceta FC
Canelada - x - Academia Palestra
Sensuó - x - Liver Palestra
Griffo Utd - x - Canelada
Sensuó - x - Panceta FC
Liver Palestra - x - Academia Palestra
Ferinha - x - Os Guri
Jalim Rabey - x - Manchester Brothers
Pinga - x - Tonizera Utd
Pinga - x - Ferinha
Jalim Rabey - x - Os Guri
Tonizera Utd - x - Jalim Rabey
Manchester Brothers - x - Ferinha
Pinga - x - Os Guri
Ferinha - x - Jalim Rabey
Tonizera Utd - x - Os Guri
Manchester Brothers - x - Pinga
Ferinha - x - Tonizera Utd
Manchester Brothers - x - Os Guri
Jalim Rabey - x - Pinga
Tonizera Utd - x - Pinga
Manchester Brothers - x - Jalim Rabey
Os Guri - x - Ferinha
Ferinha - x - Pinga
Os Guri - x - Jalim Rabey
Manchester Brothers - x - Tonizera Utd
Ferinha - x - Manchester Brothers
Jalim Rabey - x - Tonizera Utd
Os Guri - x - Pinga
Jalim Rabey - x - Ferinha
Pinga - x - Manchester Brothers
